Temperature,Vibration,Pressure,performance_index
45.49671415301123,0.30643010539025556,101.25224293715003,-0.165200595
44.86173569882882,0.313890010738927,101.24249853888035,-0.146193925
45.647688538100695,0.30805237877909714,101.05952202312918,-0.077253673
46.52302985640802,0.3222083609389224,101.28693763326456,0.016974037620420844
44.765846625276666,0.34394357062923825,100.97648759866351,-0.056961019
44.76586304305082,0.3045791568571759,101.10187235113595,-0.013100791
46.57921281550739,0.3400164099553683,100.90013682806533,-0.052353857
45.76743472915291,0.30436655855306227,101.43379397754443,0.031300500637574655
44.53052561406505,0.3030474557500623,101.1652675759082,-0.012095276
45.542560043585965,0.33637189236686427,101.52503260522245,0.02485289413344979
44.53658230718754,0.33843872756015236,101.32044248897793,-0.028907697
44.53427024642974,0.3370281987352531,101.26721473200266,-0.091256167
45.24196227156603,0.29368405183563717,101.11206584585786,0.018181425583063418
43.0867197553422,0.310680980438559,101.04304749464688,-0.06116789
43.275082167486964,0.3364597718400664,101.27844573608455,-0.183863287
44.437712470759024,0.3208308368112779,101.18927289860906,0.08309277125788271
43.987168879665575,0.29852614307605074,100.9991094526772,-0.018070334
45.31424733259527,0.3291663587825088,100.97247123752375,0.13119817290630365
44.09197592447879,0.3057038548201706,101.05619444062846,0.10703464638835974
43.58769629866471,0.35589049696784425,101.47314508378994,0.014545259497626722
46.465648768921554,0.3508968292483652,101.5319916877017,0.2567552100923102
44.77422369951346,0.33208194852711137,101.23074837209634,0.17016604074073421
45.067528204687925,0.3472201340953955,101.22234141943619,0.12857215240593672
43.575251813786544,0.3212958270024676,101.14955194422558,0.0813631234963903
44.455617275474815,0.3353087498875003,101.05982719775358,0.1932307542788209
45.110922589709865,0.3495544059060415,101.40627685864109,0.20339743383021153
43.849006422577695,0.32490997363588625,101.48103645908458,0.22228844323764557
45.37569801834567,0.3148962565697143,101.06598713712411,0.12091618755897296
44.3993613100812,0.2859075608364577,101.18757424323631,0.2451043807124337
44.708306250206725,0.31833732948557014,101.13252005489348,0.15209496415897555
44.3982933877706,0.3364684636912462,101.13696413877025,0.20767507239834035
46.85227818450894,0.3389126685513526,101.37788623831449,0.39219909859649804
44.98650277526207,0.3300873013143682,101.00320576819509,0.3451386250708632
43.9422890710441,0.30917401810075523,101.26997045364045,0.20876046760438546
45.82254491210319,0.2804635686210482,101.30923571609588,0.3656055535574279
43.77915635002898,0.31009569803990533,101.17867732395973,0.2573667419225146
45.20886359500476,0.31391310257892097,101.33396017404802,0.30206824453733333
43.040329876120225,0.3137414206561997,101.22214777608062,0.294514399833493
43.67181395110157,0.3323711271395585,101.38256948817342,0.2760875995719289
45.19686123586912,0.3597135282202968,100.97166920426112,0.3174356804178734
45.73846657999541,0.3224705840368219,101.14768371084897,0.42849159860160707
45.17136828118997,0.31566536421687075,101.18922802857234,0.3850601133004786
44.88435171761176,0.31481556373991815,100.7991688923293,0.31805837061542236
44.69889630441071,0.3224876953381543,101.03710708996323,0.3643449811639931
43.521478009632574,0.303434124793032,101.07796011184618,0.29708123800611574
44.28015579160529,0.3224039711749211,101.34223089922351,0.3912014165444476
44.53936122904021,0.329016246726636,101.09397349805282,0.434615391179824
