temperature,vibration,pressure,performance_index
0.04967141530112327,0.4724528328194176,0.034828624766681845,-0.16520059481467406
0.0061722365762146136,0.4970699852430415,0.02883235925356665,-0.14619392518198795
0.10475818799670342,0.45508073886544104,-0.09265198458054913,-0.07725367254742072
0.21226699212024713,0.5129437310178734,0.05945842217637383,0.016974037620420844
0.0564993564968391,0.6085899350067188,-0.1470082675576618,-0.05696101917834648
0.0764197209519101,0.3986280275276683,-0.06291843257603286,-0.01310079111859367
0.2776334888396585,0.5625674166521422,-0.1969087812897808,-0.05235385696195154
0.21628658755952737,0.3709672260176728,0.15936265169628147,0.031300500637574655
0.11237076802075077,0.3509197250270237,-0.01915494939452955,-0.012095276499353986
0.23328557778442066,0.5039918944229934,0.22118840348163119,0.02485289413344979
0.152327561513815,0.5006810786849191,0.08529499265194951,-0.028907697008296096
0.17165664772384365,0.47989153490500247,0.05030982133510244,-0.09125616721828203
0.261898853583738,0.24934508354506774,-0.05262276942809994,0.018181425583063418
0.06575252742637533,0.3204183032193533,-0.098135003568742,-0.06116788974452085
0.10386386531281047,0.43531826041966254,0.05929715738969453,-0.18386328743581595
0.23929145373724228,0.34310015759250667,0.0003485990727017836,0.08309277125788271
0.2132834485826754,0.2174269998190298,-0.1259270315485301,-0.018070333812874755
0.3649118254003418,0.35640531146020477,-0.14318584165083187,0.13119817290630365
0.26147182572296884,0.22480014702617168,-0.0868703729143584,0.10703464638835974
0.22969009927945352,0.4613740511957156,0.19159672252662308,0.014545259497626722
0.5359832192008059,0.42198297486641323,0.23132779180113042,0.2567552100923102
0.38518282301091655,0.313425647420299,0.030998914730890982,0.17016604074073421
0.432692285534792,0.3745767239107005,0.025894279624128838,0.12857215240593672
0.3014732883441741,0.23036168098908308,-0.02213203718295211,0.0813631234963903
0.4073409030889646,0.28578241532892107,-0.08144853483095023,0.1932307542788209
0.4905177975751896,0.34231973751919464,0.1500179057607244,0.20339743383021153
0.38178078010150646,0.20436284585243064,0.20035763938971363,0.22228844323764557
0.5517057934876802,0.13951907304418726,-0.07584190858392856,0.12091618755897296
0.4711223289290029,-0.020236725906025765,0.005716162157539843,0.2451043807124337
0.5188545618125459,0.12706599695863524,-0.030486630071016797,0.15209496415897555
0.5044718121720957,0.20284508782359775,-0.027023907486497717,0.20767507239834035
0.7662629789881988,0.20016241934597112,0.13409082554298624,0.39219909859649804
0.5958457188885987,0.14110813103615066,-0.11519615453661218,0.3451386250708632
0.5073457590778437,0.021593862110200784,0.06314696909363063,0.20876046760438546
0.7110475152287875,-0.13692327567537316,0.08982381073058657,0.3656055535574279
0.5221333222405888,-0.003741189460076233,0.0032848826398180833,0.2573667419225146
0.6802710314719487,0.0003569719770709773,0.10730678269867729,0.30206824453733333
0.4783208992401675,-0.015497226842859285,0.03326518405374502,0.294514399833493
0.5561028402207082,0.06265196240852593,0.14071299211561122,0.2760875995719289
0.7229655427873226,0.18436444547665817,-0.13272053049258545,0.3174356804178734
0.7912027488990638,-0.01684660211717951,-0.01487752610068693,0.42849159860160707
0.748282657845893,-0.06586245812406454,0.013318685714896542,0.3850601133004786
0.7330782917320352,-0.08509127501455739,-0.24622073844713496,0.31805837061542236
0.7277321933363481,-0.06169711873263877,-0.08709527335785348,0.3643449811639931
0.6228866798622266,-0.17191479297129886,-0.05935992543587864,0.29708123800611574
0.7113424887880125,-0.0919953387319178,0.11732059948233498,0.3912014165444476
0.7495377429403873,-0.07384033566343225,-0.04768433463146005,0.434615391179824
0.913270323027006,-0.11283258077785718,-0.05830789873059771,0.414621973182398
